NIS Value
0.220628
0.166701
0.251362
0.00609257
1.16139
2.16481
0.344883
12.3826
2.67114
1.68032
3.83782
0.21611
2.89732
0.473068
0.346863
0.809038
0.656144
3.42464
1.32743
1.01191
1.92814
0.308534
0.522045
3.48275
2.83878
0.967113
0.941285
2.05867
1.4639
0.896615
0.149015
0.586154
0.545507
1.00848
0.206455
1.22911
0.814013
0.95097
1.47126
3.68957
1.65229
1.36916
3.34878
4.05349
3.21908
0.96539
1.14993
2.19712
0.00426878
4.51325
1.25847
1.66675
1.00616
1.31246
0.424544
1.41048
1.98852
3.11637
0.0567228
0.539921
0.271404
2.06536
3.94083
0.908814
1.03932
0.549792
0.277456
2.65699
0.850296
0.759253
1.29169
1.98964
0.660745
0.656921
1.53784
0.19816
2.10614
0.11571
2.02078
0.725681
0.622446
3.3613
1.60011
0.761768
2.76492
2.96755
0.162549
3.45741
0.599656
0.306912
0.73369
1.64739
2.02852
0.664041
1.11319
1.72454
2.72088
1.26097
6.25615
0.0407656
0.53042
2.20344
1.92291
0.755253
2.34175
0.392252
0.869662
3.96529
1.161
3.72041
0.335132
0.506057
4.72882
3.08599
1.15425
2.16903
0.788911
3.9029
0.225478
0.673531
0.954094
0.501216
2.17199
0.140347
1.90176
0.802382
2.40051
2.68542
0.674207
0.00604385
1.17914
0.594029
1.36369
5.01591
3.77506
1.46884
1.50836
2.72521
1.32954
1.26945
0.296589
0.741397
1.9413
1.55813
5.36463
0.483001
1.14909
0.222999
1.89253
0.10363
4.38993
0.545045
0.792228
3.85138
3.74585
2.95616
2.96968
0.802194
1.83119
4.72478
2.0761
0.822675
0.521131
2.41293
5.11902
2.02832
0.644434
1.73198
0.480366
0.271865
1.96558
0.267964
3.15782
1.60033
13.86
0.718953
1.1469
1.49229
0.0706531
1.38829
6.5816
2.4254
0.661538
1.90302
3.50143
5.18219
2.77986
0.253241
0.650479
0.522319
0.529507
1.89122
4.44835
1.55723
5.61648
1.04927
1.20692
0.0122697
0.613954
2.69241
1.47889
2.79171
0.123408
0.460519
0.829561
0.150945
1.49329
0.251484
3.83423
2.01464
0.440572
0.940296
1.21691
0.0649116
0.0750515
4.43438
1.0031
0.325507
2.1504
0.0906537
4.24618
3.35137
1.4703
0.58624
0.383217
6.04954
0.881436
3.321
1.03671
1.26592
1.35755
0.86936
1.80928
0.229526
2.10238
7.97934
0.442021
4.31252
1.60045
2.36694
0.738384
2.68744
1.01911
2.26434
0.859991
1.25191
4.46519
6.23126
0.675807
